team,to_rate_off_gravity,to_rate_def_gravity,to_rate_off_avg,to_rate_def_avg
East Carolina,0.2511202730093323,-0.2119684367888019,15.910936894883712,15.466545660893471
East Tennessee St.,0.2190295994693443,1.1088170506981418,14.288322947109835,17.630674960139192
East Texas A&M,0.5835645043010617,0.19386005325559685,18.0892203119,15.991702492242105
Eastern Illinois,0.42372100436527577,0.7751465655359956,16.59599179959472,18.40715504115072
Eastern Kentucky,-0.035563367793392406,0.7781746298553838,15.74074545541732,13.765316295992054
Eastern Michigan,0.6748356297346056,0.8396511114121357,16.609075318648603,14.145032389165062
Eastern Washington,1.0540350011623107,0.11295832941957258,16.73914874368406,15.37289061385491
Elon,-0.1359839068449219,-0.003715586328750701,15.274941020129623,15.699099218151334
Evansville,0.8739331910816812,0.5435038056086424,18.117771701832343,14.39707123829639
FIU,1.057575959760278,1.1059144752392436,17.158502354063653,18.65910995457559
Fairfield,0.6646280228130322,0.021028619092837795,14.919712858884917,15.754198350953502
Fairleigh Dickinson,0.9314649369004336,0.9176100223233298,16.508398032186065,15.074432052241699
Florida,0.4069999812927685,0.10144532437866527,15.29098836010243,14.624734910810352
Florida A&M,0.8723110476400616,0.5300510126351904,20.261565262345716,17.889864906052058
Florida Atlantic,0.857832098291197,0.2775020648948156,16.726966122686164,14.80397226672507
Florida Gulf Coast,-0.031238218415328343,0.4115746761799248,15.184288483007675,15.213654897185123
Florida St.,1.2231839614222597,1.0916853838696583,14.761049811571281,18.085409534915556
Fordham,0.015406654497291958,0.0940503648003496,15.914510105672724,16.22893839461057
Fresno St.,0.4634888454117272,0.8691184987366181,16.77304208318078,17.01605440231864
Furman,1.4435431146361395,0.7034295390161059,16.764255417996207,12.802760996388947
Gardner Webb,0.8995040974206536,0.7552138347304579,18.819485523140862,14.669700423148958
George Mason,0.3500682291638855,0.7605914338691914,15.283411998570635,14.610122821573507
George Washington,0.6508601269105967,0.8061007792274703,17.048907720442024,16.895413346650027
